payment_ref,invoice_no,vendor_id,vendor_category,business_unit,transaction_date,amount,is_duplicate,post_migration,treated_bu,flag_r1,flag_r2,flag_r3,duplicate_score,predicted_duplicate
PMT-005715,INV-13141,V1049,Logistics,BU_South,2023-10-03,1108.64,0,1,1,0,0,0,0,0
PMT-000982,INV-37532,V1039,Facilities,BU_Central,2023-10-03,8526.18,0,1,0,0,0,0,0,0
PMT-009680,INV-39108,V1076,Consulting,BU_North,2023-10-03,18174.42,0,1,1,0,0,0,0,0
PMT-004927,INV-26159,V1062,Office Supplies,BU_West,2023-10-03,750.81,0,1,0,0,0,0,0,0
PMT-011085,INV-59064,V1041,IT Services,BU_West,2023-10-03,16619.73,0,1,0,0,0,0,0,0
PMT-005996,INV-41888,V1019,Facilities,BU_Central,2023-10-03,1724.05,0,1,0,0,0,0,0,0
PMT-009956,INV-27325,V1041,Logistics,BU_East,2023-10-03,8428.92,0,1,0,0,0,0,0,0
PMT-014615,INV-67346,V1008,Consulting,BU_North,2023-10-03,8290.73,0,1,1,0,0,0,0,0
PMT-010976,INV-84209,V1021,Consulting,BU_Central,2023-10-03,29384.34,0,1,0,0,0,0,0,0
PMT-000471,INV-45601,V1089,Facilities,BU_East,2023-10-03,3321.31,0,1,0,0,0,0,0,0
PMT-008489,INV-89299,V1000,Consulting,BU_North,2023-10-03,14479.26,0,1,1,0,0,0,0,0
PMT-012425,INV-55690,V1048,Facilities,BU_North,2023-10-03,829.88,0,1,1,0,0,0,0,0
PMT-000997,INV-20022,V1080,IT Services,BU_South,2023-10-03,50766.89,1,1,1,0,1,1,2,1
PMT-007628,INV-58121,V1035,IT Services,BU_Central,2023-10-03,53089.97,0,1,0,0,0,0,0,0
PMT-000651,INV-48356,V1090,IT Services,BU_South,2023-10-03,7368.96,0,1,1,0,0,0,0,0
PMT-008915,INV-35184,V1017,Consulting,BU_Central,2023-10-03,19841.18,0,1,0,0,0,0,0,0
PMT-000965,INV-37627,V1008,Office Supplies,BU_Central,2023-10-03,3390.46,0,1,0,0,0,0,0,0
PMT-002766,INV-91916,V1007,IT Services,BU_West,2023-10-03,45907.1,0,1,0,0,0,0,0,0
PMT-013659,INV-45725,V1032,Consulting,BU_West,2023-10-03,46228.08,0,1,0,0,0,0,0,0
PMT-010438,INV-64796,V1017,Consulting,BU_South,2023-10-03,3639.86,0,1,1,0,0,0,0,0
PMT-004205,INV-15482,V1080,Consulting,BU_Central,2023-10-03,26956.99,0,1,0,0,0,0,0,0
PMT-008368,INV-94455,V1021,Facilities,BU_Central,2023-10-03,8704.47,0,1,0,0,0,0,0,0
PMT-002455,INV-44037,V1006,Facilities,BU_North,2023-10-03,7622.41,0,1,1,0,0,0,0,0
PMT-007845,INV-75987,V1027,Office Supplies,BU_South,2023-10-03,1543.93,0,1,1,0,0,0,0,0
PMT-012553,INV-37084,V1096,Consulting,BU_North,2023-10-03,32756.59,0,1,1,0,0,0,0,0
PMT-000023,INV-86484,V1054,Consulting,BU_East,2023-10-03,15162.66,0,1,0,0,0,0,0,0
PMT-013778,INV-26486,V1047,Logistics,BU_North,2023-10-03,11026.27,0,1,1,0,0,0,0,0
PMT-005818,INV-87363,V1060,IT Services,BU_South,2023-10-03,28973.6,0,1,1,0,0,0,0,0
PMT-014490,INV-33847,V1089,Consulting,BU_Central,2023-10-03,31338.0,0,1,0,0,0,0,0,0
PMT-013271,INV-25558,V1047,IT Services,BU_South,2023-10-03,61012.04,0,1,1,0,0,0,0,0
PMT-014056,INV-38168,V1091,Logistics,BU_West,2023-10-03,12867.65,0,1,0,0,0,0,0,0
PMT-008529,INV-16052,V1077,IT Services,BU_South,2023-10-03,40204.58,0,1,1,0,0,0,0,0
PMT-006410,INV-43731,V1030,IT Services,BU_Central,2023-10-03,37022.46,0,1,0,0,0,0,0,0
PMT-009890,INV-52813,V1055,IT Services,BU_East,2023-10-04,29346.85,0,1,0,0,0,0,0,0
PMT-010651,INV-39267,V1072,Facilities,BU_East,2023-10-04,5434.44,0,1,0,0,0,0,0,0
PMT-002581,INV-42949,V1037,Office Supplies,BU_East,2023-10-04,3274.8,0,1,0,0,0,0,0,0
PMT-004048,INV-44967,V1039,IT Services,BU_South,2023-10-04,44922.83,0,1,1,0,0,0,0,0
PMT-006394,INV-71270,V1024,Consulting,BU_Central,2023-10-04,4703.98,0,1,0,0,0,0,0,0
PMT-014855,INV-65789,V1025,Office Supplies,BU_Central,2023-10-04,4989.85,0,1,0,0,0,0,0,0
PMT-000034,INV-52487,V1076,Facilities,BU_Central,2023-10-04,2096.5,0,1,0,0,0,0,0,0
PMT-010959,INV-43570,V1016,Logistics,BU_South,2023-10-04,11238.07,0,1,1,0,0,0,0,0
PMT-013861,INV-41642,V1075,Consulting,BU_North,2023-10-04,27821.03,0,1,1,0,0,0,0,0
PMT-004871,INV-20741,V1057,Logistics,BU_South,2023-10-04,1130.83,1,1,1,0,0,0,0,0
PMT-009972,INV-88651,V1098,Logistics,BU_South,2023-10-04,14693.37,0,1,1,0,0,0,0,0
PMT-000122,INV-60205,V1029,Office Supplies,BU_North,2023-10-04,4616.89,0,1,1,0,0,0,0,0
PMT-005675,INV-22883,V1083,Logistics,BU_Central,2023-10-04,3482.36,0,1,0,0,0,0,0,0
PMT-005421,INV-60298,V1085,Logistics,BU_West,2023-10-04,12964.51,0,1,0,0,0,0,0,0
PMT-007771,INV-34856,V1098,IT Services,BU_West,2023-10-04,36184.17,0,1,0,0,0,0,0,0
PMT-000572,INV-28343,V1094,IT Services,BU_East,2023-10-04,55851.21,0,1,0,0,0,0,0,0
PMT-004999,INV-68857,V1034,Logistics,BU_East,2023-10-04,13565.12,0,1,0,0,0,0,0,0
PMT-008772,INV-84283,V1056,Facilities,BU_East,2023-10-04,5971.12,0,1,0,0,0,0,0,0
PMT-006765,INV-82781,V1080,Consulting,BU_South,2023-10-04,28743.66,0,1,1,0,0,0,0,0
PMT-006074,INV-81834,V1054,Facilities,BU_East,2023-10-04,1060.04,1,1,0,0,1,1,2,1
PMT-010830,INV-68316,V1097,Logistics,BU_Central,2023-10-04,14562.32,0,1,0,0,0,0,0,0
PMT-005621,INV-13984,V1028,Consulting,BU_Central,2023-10-04,13855.42,0,1,0,0,0,1,1,0
PMT-009855,INV-46478,V1081,IT Services,BU_North,2023-10-04,10716.38,0,1,1,0,0,0,0,0
PMT-009679,INV-27717,V1054,IT Services,BU_North,2023-10-04,60273.47,0,1,1,0,0,0,0,0
PMT-011969,INV-41268,V1012,Consulting,BU_South,2023-10-04,29944.98,0,1,1,0,0,0,0,0
PMT-002193,INV-48475,V1061,IT Services,BU_North,2023-10-04,70852.51,0,1,1,0,0,0,0,0
PMT-008528,INV-74370,V1042,Consulting,BU_North,2023-10-04,27124.8,0,1,1,0,0,0,0,0
PMT-001203,INV-38940,V1064,Office Supplies,BU_Central,2023-10-04,3547.04,0,1,0,0,0,0,0,0
PMT-004984,INV-27224,V1004,Office Supplies,BU_East,2023-10-04,3719.78,0,1,0,0,0,0,0,0
PMT-DUP-000283,INV-26507,V1064,IT Services,BU_South,2023-10-04,17308.58,1,1,1,1,1,1,3,1
PMT-010368,INV-43549,V1019,Facilities,BU_Central,2023-10-04,3880.85,0,1,0,0,0,0,0,0
PMT-013314,INV-53936,V1009,Logistics,BU_West,2023-10-04,13264.29,0,1,0,0,0,0,0,0
PMT-007684,INV-52674,V1007,Consulting,BU_West,2023-10-04,43497.89,0,1,0,0,0,0,0,0
PMT-006068,INV-52880,V1054,Logistics,BU_North,2023-10-04,2596.7,0,1,1,0,0,0,0,0
PMT-000040,INV-98039,V1051,Consulting,BU_South,2023-10-04,19847.89,0,1,1,0,0,0,0,0
PMT-008356,INV-28377,V1050,IT Services,BU_East,2023-10-04,60604.62,0,1,0,0,0,0,0,0
PMT-009111,INV-91745,V1038,IT Services,BU_Central,2023-10-04,32605.23,0,1,0,0,0,0,0,0
PMT-001428,INV-73185,V1088,Office Supplies,BU_South,2023-10-04,958.12,0,1,1,0,0,0,0,0
PMT-007349,INV-10644,V1049,IT Services,BU_East,2023-10-04,14882.82,0,1,0,0,0,0,0,0
PMT-001858,INV-65542,V1068,Consulting,BU_South,2023-10-04,49535.12,0,1,1,0,0,0,0,0
PMT-011395,INV-78087,V1018,Facilities,BU_East,2023-10-04,7108.84,0,1,0,0,0,0,0,0
PMT-011049,INV-60399,V1054,Office Supplies,BU_East,2023-10-04,3161.8,0,1,0,0,0,0,0,0
PMT-000271,INV-96646,V1014,Consulting,BU_East,2023-10-04,47840.4,0,1,0,0,0,0,0,0
PMT-003137,INV-27628,V1088,Office Supplies,BU_East,2023-10-04,795.32,0,1,0,0,0,0,0,0
PMT-011501,INV-89788,V1025,Logistics,BU_East,2023-10-04,8325.46,0,1,0,0,0,0,0,0
PMT-014687,INV-34876,V1083,IT Services,BU_West,2023-10-04,52157.98,0,1,0,0,0,0,0,0
PMT-007379,INV-20167,V1053,Facilities,BU_North,2023-10-04,5553.22,0,1,1,0,0,0,0,0
PMT-012733,INV-95984,V1052,IT Services,BU_East,2023-10-04,61997.32,0,1,0,0,0,0,0,0
PMT-013725,INV-93076,V1044,Consulting,BU_East,2023-10-04,3433.32,0,1,0,0,0,0,0,0
PMT-003601,INV-94930,V1011,Logistics,BU_West,2023-10-04,6166.25,0,1,0,0,0,0,0,0
PMT-004769,INV-33356,V1063,IT Services,BU_East,2023-10-05,52568.23,0,1,0,0,0,0,0,0
PMT-006192,INV-94664,V1046,Consulting,BU_West,2023-10-05,26535.5,0,1,0,0,0,0,0,0
PMT-011774,INV-71087,V1077,Office Supplies,BU_East,2023-10-05,3079.98,0,1,0,0,0,0,0,0
PMT-001161,INV-81253,V1023,IT Services,BU_West,2023-10-05,73070.83,0,1,0,0,0,0,0,0
PMT-007395,INV-79361,V1018,IT Services,BU_East,2023-10-05,11549.55,0,1,0,0,0,0,0,0
PMT-002381,INV-54017,V1097,Logistics,BU_West,2023-10-05,7765.25,0,1,0,0,0,0,0,0
PMT-013758,INV-94542,V1025,IT Services,BU_East,2023-10-05,8656.86,0,1,0,0,0,0,0,0
PMT-004311,INV-87526,V1078,Office Supplies,BU_East,2023-10-05,4982.06,0,1,0,0,0,0,0,0
PMT-007751,INV-23396,V1063,Consulting,BU_North,2023-10-05,48148.24,0,1,1,0,0,0,0,0
PMT-000202,INV-77952,V1024,IT Services,BU_West,2023-10-05,42893.93,0,1,0,0,0,0,0,0
PMT-DUP-000003,INV-10925,V1076,Consulting,BU_West,2023-10-05,46693.69,1,1,0,1,1,1,3,1
PMT-014123,INV-67231,V1003,IT Services,BU_South,2023-10-05,79486.78,0,1,1,0,0,0,0,0
PMT-003691,INV-83556,V1075,IT Services,BU_North,2023-10-05,37323.73,1,1,1,0,0,0,0,0
PMT-007716,INV-17182,V1071,Facilities,BU_North,2023-10-05,6458.47,0,1,1,0,0,0,0,0
PMT-000759,INV-21830,V1004,IT Services,BU_East,2023-10-05,53560.6,0,1,0,0,0,0,0,0
PMT-003548,INV-94849,V1059,Consulting,BU_West,2023-10-05,19765.99,0,1,0,0,0,0,0,0
PMT-008175,INV-24811,V1093,Logistics,BU_North,2023-10-05,8874.29,0,1,1,0,0,0,0,0
PMT-003092,INV-54744,V1009,Logistics,BU_Central,2023-10-05,2628.64,0,1,0,0,0,0,0,0
PMT-003295,INV-26254,V1089,Facilities,BU_Central,2023-10-05,2557.77,0,1,0,0,0,0,0,0
PMT-001845,INV-43496,V1023,IT Services,BU_South,2023-10-05,9962.39,1,1,1,0,1,1,2,1
PMT-006723,INV-35637,V1001,Facilities,BU_South,2023-10-05,2889.56,0,1,1,0,0,0,0,0
PMT-006435,INV-99944,V1002,IT Services,BU_Central,2023-10-05,48870.21,0,1,0,0,0,0,0,0
PMT-013104,INV-98646,V1046,IT Services,BU_North,2023-10-05,50779.04,0,1,1,0,0,0,0,0
PMT-013004,INV-18032,V1077,Consulting,BU_Central,2023-10-05,3689.92,0,1,0,0,0,0,0,0
PMT-003507,INV-21950,V1020,Office Supplies,BU_Central,2023-10-05,1758.53,0,1,0,0,0,0,0,0
PMT-011684,INV-64667,V1047,Logistics,BU_North,2023-10-05,4316.05,1,1,1,0,1,1,2,1
PMT-009011,INV-30968,V1045,Office Supplies,BU_Central,2023-10-05,2641.89,0,1,0,0,0,0,0,0
PMT-001239,INV-86156,V1017,IT Services,BU_South,2023-10-05,14798.93,0,1,1,0,0,0,0,0
PMT-007292,INV-19734,V1025,Office Supplies,BU_Central,2023-10-05,2581.4,0,1,0,0,0,0,0,0
PMT-000225,INV-92727,V1030,Logistics,BU_North,2023-10-05,6267.63,0,1,1,0,0,0,0,0
PMT-001240,INV-78656,V1039,Consulting,BU_South,2023-10-05,8866.58,0,1,1,0,0,0,0,0
PMT-002322,INV-11438,V1076,Office Supplies,BU_North,2023-10-05,4363.28,0,1,1,0,0,0,0,0
PMT-006405,INV-91410,V1002,Logistics,BU_South,2023-10-05,7738.35,0,1,1,0,0,0,0,0
PMT-003188,INV-16285,V1094,Logistics,BU_South,2023-10-05,3930.88,1,1,1,0,1,1,2,1
PMT-007566,INV-32148,V1061,Logistics,BU_South,2023-10-05,4733.24,0,1,1,0,0,0,0,0
PMT-DUP-000043,INV-81834,V1054,Facilities,BU_East,2023-10-05,1060.04,1,1,0,1,1,1,3,1
PMT-000510,INV-71875,V1008,Facilities,BU_North,2023-10-05,9222.49,1,1,1,0,0,0,0,0
PMT-009064,INV-32956,V1090,Consulting,BU_East,2023-10-05,35273.01,0,1,0,0,0,0,0,0
PMT-014042,INV-58646,V1080,Facilities,BU_West,2023-10-05,3415.97,0,1,0,0,0,0,0,0
PMT-006827,INV-10588,V1060,Logistics,BU_Central,2023-10-05,1019.86,0,1,0,0,0,0,0,0
PMT-013961,INV-38816,V1014,Consulting,BU_East,2023-10-05,12421.41,0,1,0,0,0,0,0,0
PMT-004819,INV-58806,V1041,Consulting,BU_East,2023-10-05,47008.57,1,1,0,0,1,1,2,1
PMT-003951,INV-30753,V1002,Consulting,BU_East,2023-10-05,30119.96,0,1,0,0,0,0,0,0
PMT-014791,INV-81843,V1093,Logistics,BU_West,2023-10-05,14898.52,0,1,0,0,0,0,0,0
PMT-006840,INV-58819,V1073,IT Services,BU_South,2023-10-05,38985.22,0,1,1,0,0,0,0,0
PMT-DUP-000084,INV-58806,V1041,Consulting,BU_East,2023-10-06,47008.57,1,1,0,1,1,1,3,1
PMT-004117,INV-97843,V1093,Logistics,BU_North,2023-10-06,12157.27,0,1,1,0,0,0,0,0
PMT-007137,INV-71857,V1000,Office Supplies,BU_East,2023-10-06,1273.26,0,1,0,0,0,0,0,0
PMT-000374,INV-82633,V1064,Consulting,BU_Central,2023-10-06,21042.89,0,1,0,0,0,0,0,0
PMT-008776,INV-96198,V1069,Facilities,BU_North,2023-10-06,4587.19,0,1,1,0,0,0,0,0
PMT-014898,INV-59875,V1010,Logistics,BU_Central,2023-10-06,13580.9,0,1,0,0,0,0,0,0
PMT-006386,INV-48035,V1039,Logistics,BU_North,2023-10-06,11047.85,0,1,1,0,0,0,0,0
PMT-005175,INV-82415,V1034,Office Supplies,BU_East,2023-10-06,2844.46,0,1,0,0,0,0,0,0
PMT-008709,INV-34984,V1074,Office Supplies,BU_North,2023-10-06,2886.85,0,1,1,0,0,0,0,0
PMT-002606,INV-56787,V1094,Logistics,BU_South,2023-10-06,14267.61,0,1,1,0,0,0,0,0
PMT-013403,INV-20160,V1014,IT Services,BU_East,2023-10-06,70557.09,0,1,0,0,0,0,0,0
PMT-007793,INV-15915,V1038,Consulting,BU_South,2023-10-06,8204.93,0,1,1,0,0,0,0,0
PMT-002532,INV-61466,V1006,Consulting,BU_Central,2023-10-06,26611.48,0,1,0,0,0,0,0,0
PMT-014567,INV-13614,V1087,Consulting,BU_West,2023-10-06,47861.91,0,1,0,0,0,0,0,0
PMT-004846,INV-82725,V1036,IT Services,BU_West,2023-10-06,77540.99,0,1,0,0,0,0,0,0
PMT-014954,INV-17004,V1038,Consulting,BU_Central,2023-10-06,11255.82,0,1,0,0,0,0,0,0
PMT-014285,INV-84827,V1096,IT Services,BU_Central,2023-10-06,51230.96,0,1,0,0,0,0,0,0
PMT-007543,INV-44029,V1052,Office Supplies,BU_North,2023-10-06,1602.23,0,1,1,0,0,0,0,0
PMT-014735,INV-17434,V1038,Logistics,BU_East,2023-10-06,10436.95,0,1,0,0,0,0,0,0
PMT-012914,INV-67921,V1049,Logistics,BU_Central,2023-10-06,4084.01,0,1,0,0,0,0,0,0
PMT-005420,INV-90333,V1075,Office Supplies,BU_West,2023-10-06,3428.95,0,1,0,0,0,0,0,0
PMT-DUP-000054,INV-43496,V1023,IT Services,BU_South,2023-10-06,9962.39,1,1,1,1,1,1,3,1
PMT-011502,INV-38095,V1003,IT Services,BU_North,2023-10-06,26095.88,0,1,1,0,0,0,0,0
PMT-013966,INV-62109,V1013,Consulting,BU_Central,2023-10-06,25127.17,0,1,0,0,0,0,0,0
PMT-DUP-000180,INV-16285,V1094,Logistics,BU_South,2023-10-06,3930.88,1,1,1,1,1,1,3,1
PMT-013682,INV-13058,V1001,Office Supplies,BU_North,2023-10-06,699.78,0,1,1,0,0,0,0,0
PMT-008256,INV-70732,V1018,Consulting,BU_North,2023-10-06,44349.05,0,1,1,0,0,0,0,0
PMT-000643,INV-15453,V1096,Logistics,BU_East,2023-10-06,5570.46,0,1,0,0,0,0,0,0
PMT-009724,INV-15071,V1046,Logistics,BU_South,2023-10-06,13994.03,0,1,1,0,0,0,0,0
PMT-013739,INV-62997,V1023,IT Services,BU_North,2023-10-06,36071.16,0,1,1,0,0,0,0,0
PMT-010354,INV-79230,V1062,Office Supplies,BU_Central,2023-10-06,3986.44,0,1,0,0,0,0,0,0
PMT-DUP-000179,INV-20022,V1080,IT Services,BU_South,2023-10-06,50766.89,1,1,1,1,1,1,3,1
PMT-003449,INV-46556,V1004,IT Services,BU_North,2023-10-06,65503.09,1,1,1,0,1,1,2,1
PMT-010204,INV-15114,V1092,IT Services,BU_South,2023-10-06,73901.31,0,1,1,0,0,0,0,0
PMT-014832,INV-22732,V1014,IT Services,BU_West,2023-10-06,66704.93,0,1,0,0,0,0,0,0
PMT-005602,INV-64680,V1018,Logistics,BU_North,2023-10-06,9490.41,0,1,1,0,0,0,0,0
PMT-010153,INV-48475,V1013,IT Services,BU_Central,2023-10-06,50718.6,0,1,0,0,0,0,0,0
PMT-011144,INV-53635,V1030,IT Services,BU_South,2023-10-06,66824.93,0,1,1,0,0,0,0,0
PMT-007428,INV-82053,V1054,IT Services,BU_South,2023-10-06,40124.32,0,1,1,0,0,0,0,0
PMT-010566,INV-95422,V1054,Consulting,BU_South,2023-10-06,47574.07,1,1,1,0,1,1,2,1
PMT-006082,INV-80145,V1000,Consulting,BU_West,2023-10-06,28720.16,0,1,0,0,0,0,0,0
PMT-006308,INV-57638,V1047,Facilities,BU_South,2023-10-06,9166.12,0,1,1,0,0,0,0,0
PMT-012533,INV-16964,V1047,IT Services,BU_North,2023-10-06,47176.09,0,1,1,0,0,0,0,0
PMT-009617,INV-51442,V1021,Logistics,BU_West,2023-10-06,5647.77,0,1,0,0,0,0,0,0
PMT-004269,INV-91805,V1034,Consulting,BU_Central,2023-10-07,9403.78,0,1,0,0,0,0,0,0
PMT-DUP-000049,INV-95422,V1054,Consulting,BU_South,2023-10-07,47574.07,1,1,1,1,1,1,3,1
PMT-002237,INV-72154,V1092,IT Services,BU_Central,2023-10-07,20623.65,0,1,0,0,0,0,0,0
PMT-008033,INV-21533,V1003,Logistics,BU_East,2023-10-07,1747.26,0,1,0,0,0,0,0,0
PMT-003357,INV-61903,V1082,Logistics,BU_North,2023-10-07,10924.6,0,1,1,0,0,0,0,0
PMT-012491,INV-86415,V1066,Consulting,BU_West,2023-10-07,30001.7,0,1,0,0,0,0,0,0
PMT-014862,INV-95672,V1011,Office Supplies,BU_North,2023-10-07,3037.96,1,1,1,0,0,0,0,0
PMT-013376,INV-84472,V1056,Consulting,BU_East,2023-10-07,23210.55,0,1,0,0,0,0,0,0
PMT-DUP-000259,INV-64667,V1047,Logistics,BU_North,2023-10-07,4316.05,1,1,1,1,1,1,3,1
PMT-004369,INV-68694,V1054,Office Supplies,BU_West,2023-10-07,2259.92,0,1,0,0,0,0,0,0
PMT-011369,INV-31228,V1067,Office Supplies,BU_East,2023-10-07,2996.36,0,1,0,0,0,0,0,0
PMT-010470,INV-98783,V1000,Logistics,BU_Central,2023-10-07,2054.48,0,1,0,0,0,0,0,0
PMT-008701,INV-61885,V1065,Facilities,BU_North,2023-10-07,7276.67,0,1,1,0,0,0,0,0
PMT-000081,INV-82420,V1074,Consulting,BU_North,2023-10-07,20285.81,0,1,1,0,0,0,0,0
PMT-002418,INV-43357,V1094,IT Services,BU_North,2023-10-07,46028.4,1,1,1,0,1,1,2,1
PMT-009368,INV-11989,V1022,Office Supplies,BU_Central,2023-10-07,2750.28,0,1,0,0,0,0,0,0
PMT-010301,INV-69293,V1046,Facilities,BU_South,2023-10-07,8631.01,0,1,1,0,0,0,0,0
PMT-004828,INV-52072,V1071,Logistics,BU_South,2023-10-07,8272.28,0,1,1,0,0,0,0,0
PMT-010628,INV-36426,V1055,IT Services,BU_West,2023-10-07,23567.16,0,1,0,0,0,0,0,0
PMT-014950,INV-80417,V1021,IT Services,BU_South,2023-10-07,49959.03,0,1,1,0,0,0,0,0
PMT-004674,INV-72427,V1013,Consulting,BU_West,2023-10-07,38362.92,0,1,0,0,0,0,0,0
PMT-003924,INV-16446,V1075,IT Services,BU_East,2023-10-07,67412.18,0,1,0,0,0,0,0,0
PMT-011485,INV-80713,V1088,Logistics,BU_Central,2023-10-07,3673.75,0,1,0,0,0,0,0,0
PMT-006284,INV-22915,V1000,IT Services,BU_East,2023-10-07,59359.2,0,1,0,0,0,0,0,0
PMT-014942,INV-34651,V1035,IT Services,BU_North,2023-10-07,35440.93,0,1,1,0,0,0,0,0
PMT-002796,INV-90336,V1003,Office Supplies,BU_North,2023-10-07,1902.44,0,1,1,0,0,0,0,0
PMT-010686,INV-24211,V1097,Facilities,BU_North,2023-10-07,5664.42,0,1,1,0,0,0,0,0
PMT-001958,INV-53154,V1086,IT Services,BU_South,2023-10-07,77431.04,0,1,1,0,0,0,0,0
PMT-012248,INV-61876,V1094,Facilities,BU_East,2023-10-07,2525.67,0,1,0,0,0,0,0,0
PMT-007464,INV-41354,V1063,Office Supplies,BU_West,2023-10-07,4711.1,0,1,0,0,0,0,0,0
PMT-014892,INV-65765,V1093,IT Services,BU_Central,2023-10-07,14323.12,0,1,0,0,0,0,0,0
PMT-001448,INV-15975,V1027,IT Services,BU_South,2023-10-07,16369.63,0,1,1,0,0,0,0,0
PMT-011238,INV-33173,V1092,IT Services,BU_East,2023-10-07,66192.84,0,1,0,0,0,0,0,0
PMT-000716,INV-13133,V1052,IT Services,BU_South,2023-10-07,39105.49,0,1,1,0,0,0,0,0
PMT-007346,INV-73474,V1066,Consulting,BU_South,2023-10-07,41981.81,0,1,1,0,0,0,0,0
PMT-011302,INV-13377,V1091,Consulting,BU_North,2023-10-07,16065.88,0,1,1,0,0,0,0,0
PMT-001659,INV-46403,V1031,Logistics,BU_West,2023-10-07,7775.85,1,1,0,0,1,1,2,1
PMT-014565,INV-63439,V1054,Consulting,BU_North,2023-10-07,13063.1,0,1,1,0,0,0,0,0
PMT-004206,INV-10373,V1093,Facilities,BU_Central,2023-10-07,4926.06,0,1,0,0,0,0,0,0
PMT-009644,INV-61403,V1076,IT Services,BU_South,2023-10-08,52628.83,0,1,1,0,0,0,0,0
PMT-012187,INV-70640,V1069,Office Supplies,BU_North,2023-10-08,701.78,0,1,1,0,0,0,0,0
PMT-003803,INV-77589,V1031,Logistics,BU_West,2023-10-08,5482.54,0,1,0,0,0,0,0,0
PMT-005068,INV-21387,V1019,Facilities,BU_South,2023-10-08,1162.96,1,1,1,0,1,1,2,1
PMT-007169,INV-68334,V1082,Facilities,BU_South,2023-10-08,6121.95,0,1,1,0,0,0,0,0
PMT-001221,INV-97590,V1018,Logistics,BU_West,2023-10-08,8751.96,0,1,0,0,0,0,0,0
PMT-012500,INV-87887,V1001,IT Services,BU_East,2023-10-08,52796.42,0,1,0,0,0,0,0,0
PMT-013332,INV-38574,V1011,IT Services,BU_North,2023-10-08,50051.67,0,1,1,0,0,0,0,0
PMT-001514,INV-27295,V1072,Logistics,BU_West,2023-10-08,14222.28,0,1,0,0,0,0,0,0
PMT-007630,INV-67657,V1028,IT Services,BU_North,2023-10-08,65011.87,0,1,1,0,0,0,0,0
PMT-DUP-000081,INV-43357,V1094,IT Services,BU_North,2023-10-08,46028.4,1,1,1,1,1,1,3,1
PMT-001347,INV-18658,V1049,Facilities,BU_South,2023-10-08,891.3,0,1,1,0,0,0,0,0
PMT-007870,INV-66669,V1022,Consulting,BU_Central,2023-10-08,18963.64,0,1,0,0,0,0,0,0
PMT-009589,INV-51963,V1069,Office Supplies,BU_North,2023-10-08,2850.09,1,1,1,0,0,0,0,0
PMT-005674,INV-94808,V1072,Office Supplies,BU_Central,2023-10-08,4758.39,0,1,0,0,0,0,0,0
PMT-008845,INV-70567,V1004,Office Supplies,BU_East,2023-10-08,3661.47,0,1,0,0,0,0,0,0
PMT-011916,INV-85388,V1038,Logistics,BU_North,2023-10-08,7035.58,0,1,1,0,0,0,0,0
PMT-007773,INV-64141,V1086,Facilities,BU_Central,2023-10-08,7664.06,0,1,0,0,0,0,0,0
PMT-005815,INV-96422,V1027,IT Services,BU_South,2023-10-08,30716.91,0,1,1,0,0,0,0,0
PMT-000783,INV-73273,V1078,IT Services,BU_North,2023-10-08,66696.07,0,1,1,0,0,0,0,0
PMT-012552,INV-53928,V1027,IT Services,BU_Central,2023-10-08,50134.04,1,1,0,0,1,1,2,1
PMT-010471,INV-60279,V1066,Consulting,BU_Central,2023-10-08,41320.81,0,1,0,0,0,0,0,0
PMT-009488,INV-40872,V1028,Logistics,BU_South,2023-10-08,6011.55,0,1,1,0,0,0,0,0
PMT-007347,INV-18419,V1018,Consulting,BU_North,2023-10-08,40937.45,0,1,1,0,0,0,0,0
PMT-004061,INV-44774,V1005,IT Services,BU_South,2023-10-08,26749.05,0,1,1,0,0,0,0,0
PMT-006526,INV-79844,V1025,Consulting,BU_North,2023-10-08,46599.0,0,1,1,0,0,0,0,0
PMT-011859,INV-33910,V1094,Consulting,BU_East,2023-10-08,39817.52,0,1,0,0,0,0,0,0
PMT-006791,INV-68046,V1098,Office Supplies,BU_West,2023-10-08,1191.85,0,1,0,0,0,1,1,0
PMT-005768,INV-15942,V1012,Logistics,BU_North,2023-10-08,6501.42,0,1,1,0,0,0,0,0
PMT-007746,INV-14042,V1045,Facilities,BU_North,2023-10-08,5386.99,0,1,1,0,0,0,0,0
PMT-003578,INV-10074,V1026,IT Services,BU_Central,2023-10-08,25276.14,0,1,0,0,0,0,0,0
PMT-002653,INV-79174,V1015,Logistics,BU_West,2023-10-08,7059.76,0,1,0,0,0,0,0,0
PMT-010831,INV-79382,V1023,Logistics,BU_West,2023-10-08,3223.93,0,1,0,0,0,0,0,0
PMT-010664,INV-62781,V1042,IT Services,BU_West,2023-10-08,77665.49,0,1,0,0,0,0,0,0
PMT-013362,INV-71467,V1000,Consulting,BU_Central,2023-10-08,10886.57,0,1,0,0,0,0,0,0
PMT-002167,INV-21662,V1081,Office Supplies,BU_West,2023-10-08,2479.35,0,1,0,0,0,0,0,0
PMT-002004,INV-28383,V1056,Consulting,BU_South,2023-10-08,19970.51,0,1,1,0,0,0,0,0
PMT-011530,INV-23033,V1039,IT Services,BU_South,2023-10-08,21274.83,1,1,1,0,1,1,2,1
PMT-008324,INV-14906,V1086,Consulting,BU_East,2023-10-08,47514.48,0,1,0,0,0,0,0,0
